City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Taltal,CL,-25.4,-70.4833,61.93,70,78,6.44,broken clouds
347,Talara,PE,-4.5772,-81.2719,67.82,78,27,20.94,scattered clouds
348,Ambon,ID,-3.6954,128.1814,78.48,84,100,4.68,overcast clouds
349,Sri Aman,MY,1.2376,111.4621,72.32,99,100,2.08,overcast clouds
350,Dudinka,RU,69.4058,86.1778,31.75,84,89,17.98,overcast clouds
351,Suba,PH,10.8438,121.0102,83.05,75,95,12.57,overcast clouds
352,Ulaangom,MN,49.9811,92.0667,43.9,46,40,11.03,scattered clouds
353,Chabahar,IR,25.2919,60.643,83.57,78,18,2.46,few clouds
354,Menongue,AO,-14.6585,17.691,79.68,16,74,5.82,broken clouds
355,Thaton,MM,16.9206,97.3714,76.15,96,100,0.47,moderate rain
356,Jabinyanah,TN,35.035,10.9081,79.83,71,100,6.51,overcast clouds
357,Celestun,MX,20.8667,-90.4,87.48,63,38,11.18,scattered clouds
358,Maputo,MZ,-25.9653,32.5892,67.23,70,100,11.01,overcast clouds
359,Santa Cruz,BO,-17.8,-63.1667,87.76,33,36,13.82,scattered clouds
360,Bilma,NE,18.6853,12.9164,93.69,10,4,6.76,clear sky
361,Hobbs,US,32.7026,-103.136,72.36,34,100,10.0,overcast clouds
362,Dasoguz,TM,41.8363,59.9666,64.78,14,65,11.65,broken clouds
363,Isangel,VU,-19.55,169.2667,72.48,72,17,5.41,few clouds
364,Ucluelet,CA,48.9329,-125.5528,59.04,70,32,3.27,scattered clouds
365,Calabozo,VE,8.9242,-67.4293,85.82,66,99,5.93,overcast clouds
366,Manggar,ID,-2.8833,108.2667,80.08,83,97,12.28,overcast clouds
367,Muros,ES,42.7762,-9.0603,73.24,59,1,16.11,clear sky
368,Shenjiamen,CN,29.9576,122.298,75.6,86,0,8.48,clear sky
369,Nanortalik,GL,60.1432,-45.2371,37.4,75,97,17.11,overcast clouds
370,Kamwenge,UG,0.1866,30.4539,63.05,96,57,2.39,moderate rain
371,Corsicana,US,32.0954,-96.4689,86.14,60,76,16.06,broken clouds
372,Chingirlau,KZ,51.095,54.0814,56.95,31,96,12.06,overcast clouds
373,Vardo,NO,70.3705,31.1107,44.17,67,13,24.96,few clouds
374,Ettaiyapuram,IN,9.1441,77.9907,85.21,59,12,13.47,few clouds
375,Trelew,AR,-43.249,-65.3051,75.47,15,0,18.03,clear sky
376,Lamu,KE,-2.2717,40.902,76.59,86,15,13.69,few clouds
377,Christchurch,NZ,-43.5333,172.6333,52.92,68,100,4.0,overcast clouds
378,Grand Gaube,MU,-20.0064,57.6608,70.38,69,7,7.0,clear sky
379,Kempele,FI,64.9131,25.5034,38.12,88,37,5.97,scattered clouds
380,Haines Junction,CA,60.7522,-137.5108,41.59,96,100,0.72,overcast clouds
381,Gemena,CD,3.25,19.7667,72.63,88,66,3.44,light rain
382,Sakakah,SA,29.9697,40.2064,88.77,18,1,8.3,clear sky
383,Asosa,ET,10.0667,34.5333,61.66,99,100,1.81,light rain
384,Iqaluit,CA,63.7506,-68.5145,35.06,76,100,22.01,overcast clouds
385,Olavarria,AR,-36.8927,-60.3225,61.29,40,0,7.34,clear sky
386,Saskylakh,RU,71.9167,114.0833,32.4,94,100,6.49,overcast clouds
387,Kununurra,AU,-15.7667,128.7333,79.63,12,100,22.08,overcast clouds
388,Panalingaan,PH,8.7842,117.4231,76.77,93,95,7.58,overcast clouds
389,Ati,TD,13.2154,18.3353,91.99,41,100,5.35,overcast clouds
390,Mogadishu,SO,2.0371,45.3438,77.25,83,37,14.47,scattered clouds
391,Sola,VU,-13.8833,167.55,78.64,79,55,15.12,broken clouds
392,Atar,MR,20.5169,-13.0499,101.32,15,4,11.92,clear sky
393,Voh,NC,-20.9667,164.7,65.17,76,26,4.61,scattered clouds
394,Goderich,CA,43.7501,-81.7165,74.03,80,79,23.4,broken clouds
395,Norrkoping,SE,58.5942,16.1826,48.18,93,100,2.86,overcast clouds
396,Valle De Allende,MX,26.9333,-105.4,79.47,36,86,8.5,overcast clouds
397,Cabedelo,BR,-6.9811,-34.8339,81.09,64,9,10.69,clear sky
398,Tabory,RU,58.5198,64.5495,34.36,90,80,4.74,broken clouds
399,Collie,AU,-33.3667,116.15,46.98,74,0,3.18,clear sky
400,Prince Rupert,CA,54.3161,-130.3201,53.83,95,100,7.76,light rain
401,Baykit,RU,61.67,96.37,36.59,99,100,3.85,light rain
402,Ugoofaaru,MV,5.6667,73.0,83.34,75,58,17.09,broken clouds
403,Estelle,US,29.8458,-90.1067,93.0,63,0,1.01,clear sky
404,Yanam,IN,16.7333,82.2167,78.22,86,99,4.74,overcast clouds
405,Namie,JP,37.4833,141.0,64.54,95,0,3.78,clear sky
406,Lingao,CN,19.9103,109.6859,79.16,85,73,7.58,light rain
407,Antalaha,MG,-14.9003,50.2788,70.74,78,28,8.72,scattered clouds
408,Bitung,ID,1.4451,125.1824,77.63,89,100,14.58,overcast clouds
409,Maragogi,BR,-9.0122,-35.2225,79.61,66,45,7.27,scattered clouds
410,Namibe,AO,-15.1961,12.1522,63.41,86,21,4.47,few clouds
411,Shingu,JP,33.7333,135.9833,79.92,94,70,3.78,broken clouds
412,Arklow,IE,52.7931,-6.1414,63.09,88,92,7.99,overcast clouds
413,Bara,NG,10.3744,10.7288,77.25,83,61,3.51,moderate rain
414,Boende,CD,-0.2167,20.8667,76.37,78,82,5.17,broken clouds
415,Chardara,KZ,41.2547,67.9692,65.5,26,0,9.66,clear sky
416,Tommot,RU,58.9564,126.2925,35.33,92,7,4.16,clear sky
417,Spring Hill,US,28.4769,-82.5255,92.28,68,98,5.01,overcast clouds
418,Thunder Bay,CA,48.4001,-89.3168,62.56,64,73,4.0,broken clouds
419,Lashio,MM,22.9333,97.75,66.42,98,98,1.48,overcast clouds
420,Kloulklubed,PW,7.0419,134.2556,82.49,77,89,8.08,overcast clouds
421,Bandar,ID,2.05,99.75,71.47,93,66,3.15,broken clouds
422,San Jose,US,37.3394,-121.895,92.52,43,0,0.58,clear sky
423,Armeria,MX,18.9333,-103.9667,89.17,56,30,3.91,scattered clouds
424,Winnemucca,US,40.973,-117.7357,63.1,16,0,2.26,clear sky
425,Ippy,CF,6.2679,21.2247,73.69,87,66,1.07,light rain
426,Jasper,US,37.2001,-94.3502,71.82,63,53,5.99,broken clouds
427,Itarema,BR,-2.9248,-39.9167,85.51,58,36,18.52,scattered clouds
428,Bonanza,NI,14.0289,-84.591,85.68,64,63,4.43,broken clouds
429,Kinkala,CG,-4.3614,14.7644,78.73,60,64,4.74,broken clouds
430,Naze,JP,28.3667,129.4833,75.79,76,0,3.85,clear sky
431,Bud,US,39.447,-86.1758,78.22,80,93,6.67,overcast clouds
432,Diamantino,BR,-14.4086,-56.4461,107.78,9,30,3.8,scattered clouds
433,Biella,IT,45.5871,8.0859,64.15,76,40,2.35,scattered clouds
434,Liaozhong,CN,41.5061,122.7242,56.43,89,100,7.96,light rain
435,Oskarshamn,SE,57.2645,16.4484,52.81,82,100,3.04,overcast clouds
436,Rongcheng,CN,30.634,117.8517,69.44,81,0,3.67,light rain
437,Thayetmyo,MM,19.3167,95.1833,75.76,94,52,2.39,broken clouds
438,Shancheng,CN,34.7953,116.0817,67.46,79,0,6.8,light rain
439,Iraga,PH,17.7015,121.6546,75.81,93,45,3.58,scattered clouds
440,Taoudenni,ML,22.6783,-3.9836,104.67,7,0,1.19,clear sky
441,Dingle,PH,10.9995,122.6711,74.95,91,100,1.72,overcast clouds
442,Zitlala,MX,17.6333,-99.0833,72.27,58,30,5.14,scattered clouds
443,General Pico,AR,-35.6566,-63.7568,64.72,27,0,12.64,clear sky
444,Meulaboh,ID,4.1363,96.1285,76.05,88,100,3.27,overcast clouds
445,Flin Flon,CA,54.7682,-101.865,55.29,48,53,5.21,broken clouds
446,Bubaque,GW,11.2833,-15.8333,82.08,77,57,7.63,broken clouds
447,Yumen,CN,40.2833,97.2,65.48,27,98,7.31,overcast clouds
448,Yoichi,JP,43.2039,140.7703,65.01,87,100,8.7,overcast clouds
449,Jurado,CO,7.1053,-77.7641,81.23,84,88,6.53,moderate rain
450,Chicama,PE,-7.8447,-79.1469,72.41,63,46,11.14,scattered clouds
451,Narsipatnam,IN,17.6667,82.6167,78.58,87,98,2.89,overcast clouds
452,Husainabad,IN,24.5333,84.0167,77.32,86,13,4.74,few clouds
453,Leh,IN,34.1667,77.5833,56.12,56,64,5.08,broken clouds
454,Alyangula,AU,-13.8483,136.4192,78.75,47,82,24.36,broken clouds
455,Basco,PH,20.4487,121.9702,84.02,76,22,13.11,few clouds
456,Constitucion,CL,-35.3333,-72.4167,58.5,74,0,11.79,clear sky
457,Genteng,ID,-8.3667,114.15,71.76,88,98,2.24,overcast clouds
458,Ostrovnoy,RU,68.0531,39.5131,37.17,83,16,9.48,few clouds
459,Puerto Cabello,VE,10.4731,-68.0125,83.41,76,72,7.85,broken clouds
460,Bloemfontein,ZA,-29.1211,26.214,56.7,10,34,10.6,scattered clouds
461,Grand-Santi,GF,4.25,-54.3833,87.89,58,90,1.48,overcast clouds
462,Najran,SA,17.4924,44.1277,83.19,29,59,8.9,broken clouds
463,Chara,RU,56.9064,118.2631,53.04,78,76,2.01,broken clouds
464,Guadalupe Victoria,MX,32.2869,-115.105,95.95,14,0,4.99,clear sky
465,Nicoya,CR,10.1483,-85.452,86.32,64,71,3.06,broken clouds
466,Severo-Kurilsk,RU,50.6789,156.125,48.22,86,69,14.5,broken clouds
467,Mnogovershinnyy,RU,53.9353,139.9242,33.15,91,2,1.83,clear sky
468,Raudeberg,NO,61.9875,5.1352,55.2,90,100,14.0,overcast clouds
469,Liverpool,GB,53.4106,-2.9779,64.69,81,100,3.98,overcast clouds
470,Elizabeth City,US,36.2946,-76.2511,86.02,67,100,1.01,overcast clouds
471,Cerrito,CO,6.8432,-72.694,63.16,77,90,0.78,overcast clouds
472,Promyshlennovskiy,RU,55.4833,86.2,34.14,96,100,5.46,overcast clouds
473,Chama,CH,47.1821,8.4636,60.04,82,33,2.82,scattered clouds
474,Lithakia,GR,37.7167,20.8333,76.32,75,41,11.5,scattered clouds
475,Liberal,US,37.0431,-100.921,68.14,24,73,16.82,broken clouds
476,Vestmanna,FO,62.1564,-7.1664,53.06,95,100,40.82,overcast clouds
477,Komsomolskiy,UZ,40.4272,71.7189,69.75,22,0,2.89,clear sky
478,Banikoara,BJ,11.2985,2.4386,79.83,80,94,3.22,light rain
479,Guiratinga,BR,-16.3494,-53.7583,104.74,9,53,6.24,broken clouds
480,Suhbaatar,MN,50.2314,106.2078,44.4,80,99,1.3,overcast clouds
481,Evensk,RU,61.95,159.2333,44.67,87,100,19.3,overcast clouds
482,Westport,US,41.1415,-73.3579,77.14,71,68,1.99,broken clouds
483,Grand-Lahou,CI,5.1367,-5.0242,77.31,89,51,9.01,broken clouds
484,Ixtapa,MX,20.7,-105.2,86.23,76,48,3.0,scattered clouds
485,Griffith,US,41.5284,-87.4237,69.4,80,100,1.01,overcast clouds
486,Horta,PT,38.5333,-28.6333,71.08,77,29,14.63,scattered clouds
487,Mao,ES,39.8885,4.2658,71.26,69,93,15.61,overcast clouds
488,Cocal,BR,-28.6167,-49.35,64.76,72,100,12.28,overcast clouds
489,Narsaq,GL,60.9167,-46.05,39.31,44,99,2.62,overcast clouds
490,Launceston,AU,-41.45,147.1667,49.8,92,97,1.97,overcast clouds
491,Half Moon Bay,US,37.4636,-122.4286,91.15,46,0,2.71,clear sky
492,Sorland,NO,67.667,12.6934,49.89,88,100,39.88,overcast clouds
493,Cedar City,US,37.6775,-113.0619,64.4,23,0,3.4,clear sky
494,Chalmette,US,29.9427,-89.9634,93.0,63,0,1.01,clear sky
495,Saint Anthony,US,45.0205,-93.218,67.82,56,4,5.99,clear sky
496,Tura,IN,25.5198,90.2201,73.26,79,100,2.82,overcast clouds
497,Salinas,US,36.6777,-121.6555,94.57,35,0,3.02,clear sky
498,Mehamn,NO,71.0357,27.8492,42.3,66,39,22.55,scattered clouds
499,Salta,AR,-24.7859,-65.4117,57.58,78,100,1.99,overcast clouds
500,Forestville,US,38.8451,-76.875,82.15,69,96,1.01,overcast clouds
501,Bilibino,RU,68.0546,166.4372,14.38,89,51,4.05,broken clouds
502,Bloomingdale,US,27.8936,-82.2404,92.32,75,71,1.01,broken clouds
503,Erzin,TR,36.9559,36.2,79.0,74,0,2.24,clear sky
504,Valenca Do Piaui,BR,-6.4075,-41.7456,101.53,19,31,2.8,scattered clouds
505,Bengkulu,ID,-3.8004,102.2655,74.93,91,98,4.34,overcast clouds
506,Comodoro Rivadavia,AR,-45.8667,-67.5,64.36,37,5,11.25,clear sky
507,Sao Felix Do Xingu,BR,-6.6447,-51.995,104.65,17,55,5.3,broken clouds
508,Abidjan,CI,5.3094,-4.0197,78.62,84,57,9.71,broken clouds
509,Tiarei,PF,-17.5333,-149.3333,77.68,74,3,9.35,clear sky
510,Palora,EC,-1.7,-77.9333,73.44,89,93,3.44,moderate rain
511,Deep River,CA,46.1001,-77.4995,70.43,77,96,9.93,overcast clouds
512,Chapais,CA,49.7834,-74.8492,73.83,60,99,17.74,overcast clouds
513,Kalevala,RU,65.2,31.1667,36.63,82,60,4.45,broken clouds
514,Hwange,ZW,-18.3693,26.5019,81.66,20,4,3.69,clear sky
515,Pundaguitan,PH,6.3711,126.1689,81.88,75,98,2.8,overcast clouds
516,Kerema,PG,-7.9631,145.7785,74.84,97,100,3.42,overcast clouds
517,Imeni Poliny Osipenko,RU,52.4201,136.4853,39.56,78,77,7.99,broken clouds
518,Macae,BR,-22.3708,-41.7869,87.62,52,1,7.63,clear sky
519,Xai-Xai,MZ,-25.0519,33.6442,68.61,76,100,18.05,light rain
520,Igrim,RU,63.1906,64.4162,41.58,85,100,6.89,overcast clouds
521,Baruun-Urt,MN,46.6806,113.2792,52.16,76,0,4.54,clear sky
522,Auki,SB,-8.7676,160.7034,76.23,90,65,3.27,broken clouds
523,Mayo,US,38.8876,-76.5119,83.34,68,96,8.99,overcast clouds
524,Riyadh,SA,24.6877,46.7219,87.71,13,0,9.75,clear sky
525,Chimbote,PE,-9.0853,-78.5783,67.05,74,50,13.58,scattered clouds
526,Verkhnevilyuysk,RU,63.4453,120.3167,36.73,85,94,6.69,overcast clouds
527,Carnot,CF,4.9409,15.8665,73.04,91,71,2.01,moderate rain
528,Takoradi,GH,4.8845,-1.7554,78.06,86,48,9.98,scattered clouds
529,Beringovskiy,RU,63.05,179.3167,38.14,92,100,11.05,overcast clouds
530,Azogues,EC,-2.7333,-78.8333,57.56,80,90,6.06,light rain
531,Rorvik,NO,64.8621,11.2373,52.86,80,100,24.47,overcast clouds
532,Xuddur,SO,4.1213,43.8894,77.76,50,85,21.94,overcast clouds
533,Pareora,NZ,-44.4871,171.2132,44.42,85,100,3.06,overcast clouds
534,Bhuj,IN,23.2667,69.6667,81.97,75,83,16.11,broken clouds
535,Udachnyy,RU,66.4167,112.4,40.15,65,100,5.64,overcast clouds
536,Banjar,ID,-8.19,114.9675,76.66,89,100,1.66,overcast clouds
537,Batticaloa,LK,7.7102,81.6924,82.99,75,40,4.85,scattered clouds
538,Sirsa,IN,29.5333,75.0167,84.69,66,33,6.87,scattered clouds
539,Gat,IL,31.61,34.7642,80.82,100,0,6.91,clear sky
540,Oranjemund,NA,-28.55,16.4333,61.7,59,2,15.73,clear sky
541,Santa Lucia,ES,27.9117,-15.5407,68.76,67,30,9.95,scattered clouds
542,Novikovo,RU,51.1537,37.8879,47.7,82,98,6.02,overcast clouds
543,Kihei,US,20.785,-156.4656,74.97,85,98,6.31,overcast clouds
544,Brigantine,US,39.4101,-74.3646,81.03,78,31,9.82,scattered clouds
545,Puerto Escondido,MX,15.85,-97.0667,87.21,64,82,5.82,broken clouds
546,Bayan,CN,46.0833,127.4,55.36,97,100,13.69,overcast clouds
547,Capaci,IT,38.1711,13.2393,77.5,77,4,8.01,clear sky
548,Nishihara,JP,26.1842,127.7558,78.94,81,0,5.01,clear sky
549,Teshie,GH,5.5836,-0.1072,79.12,82,47,14.56,scattered clouds
550,Reshetylivka,UA,49.565,34.0782,45.64,83,100,10.96,overcast clouds
551,Saint-Francois,FR,46.4154,3.9054,59.47,85,45,3.71,scattered clouds
552,Cabimas,VE,10.3883,-71.4399,89.2,59,100,7.2,overcast clouds
553,Matagami,CA,49.7502,-77.6328,67.95,85,84,16.42,broken clouds
554,Tangzhai,CN,34.4328,116.5911,69.31,83,0,5.19,light rain
555,Pitsunda,GE,43.1592,40.3378,72.23,68,99,5.3,overcast clouds
556,Semey,KZ,50.4111,80.2275,38.82,72,21,4.56,few clouds
557,Vysokogornyy,RU,50.1167,139.15,44.89,85,100,5.66,overcast clouds
558,Baikunthpur,IN,23.25,82.55,73.58,86,5,4.36,clear sky
559,Hami,CN,42.8,93.45,69.78,25,19,2.77,few clouds
560,Ingleside,US,27.8778,-97.2117,96.17,78,0,4.0,clear sky
561,Hamilton,US,39.1834,-84.5333,73.62,91,96,8.81,overcast clouds
562,Ancud,CL,-41.8697,-73.8203,55.56,60,0,2.84,clear sky
563,Gornopravdinsk,RU,60.05,69.9,38.37,98,100,6.78,light rain
564,Sabinopolis,BR,-18.6661,-43.0839,99.14,18,2,5.46,clear sky
565,Laizhou,CN,37.1717,119.9214,65.91,82,0,3.87,light rain
566,Kuryk,KZ,43.2,51.65,75.33,21,37,25.26,scattered clouds
567,Tocopilla,CL,-22.092,-70.1979,66.65,67,90,12.1,overcast clouds
568,Vestmannaeyjar,IS,63.4427,-20.2734,45.75,79,94,44.27,overcast clouds
569,Aljustrel,PT,37.8776,-8.1652,80.13,25,0,13.0,clear sky
570,Sedkyrkeshch,RU,61.75,50.9167,35.82,81,68,3.22,broken clouds
571,Sharjah,AE,25.3573,55.4033,88.3,67,6,6.93,clear sky
572,Xingcheng,CN,40.6167,120.7167,60.37,74,92,6.08,light rain
573,Corpus Christi,US,27.8006,-97.3964,96.17,68,3,5.01,clear sky
574,Kathua,IN,32.3667,75.5167,77.97,80,0,5.01,clear sky
575,Mumford,GH,5.2618,-0.759,77.25,89,30,12.71,scattered clouds
576,Alencon,FR,48.4333,0.0833,58.06,60,28,6.96,scattered clouds
577,Hals,DK,56.9961,10.3081,55.99,85,100,16.8,overcast clouds
578,Salalah,OM,17.0151,54.0924,79.56,83,82,4.32,broken clouds
579,Mananjary,MG,-21.2167,48.3333,69.04,87,13,9.26,few clouds
580,Melfort,CA,52.8667,-104.6177,61.32,41,87,8.12,overcast clouds
581,Bandarbeyla,SO,9.4942,50.8122,77.83,80,99,26.98,overcast clouds
582,Dalvik,IS,65.9702,-18.5286,39.6,96,98,8.93,overcast clouds
583,Moses Lake,US,47.1301,-119.2781,65.28,33,0,4.99,clear sky
584,Buchanan,LR,5.8808,-10.0467,80.56,77,55,9.01,broken clouds
585,Bantogon,PH,6.5333,124.0333,77.54,84,96,3.8,overcast clouds
586,Altamira,BR,-3.2033,-52.2064,97.11,31,42,4.14,scattered clouds
587,Birao,CF,10.2849,22.7882,76.26,84,64,2.33,light rain
588,Simao,CN,22.7886,100.9748,61.84,95,88,2.19,overcast clouds
589,Bom Jardim,BR,-7.7958,-35.5872,90.41,35,15,13.8,few clouds
590,Kasama,ZM,-10.2129,31.1808,73.26,27,35,5.44,scattered clouds
591,Port Hardy,CA,50.6996,-127.4199,55.45,87,100,11.86,overcast clouds
592,Socorro,US,31.6546,-106.3033,81.1,29,99,24.72,overcast clouds
593,Dingli,MT,35.8614,14.3822,76.82,80,100,12.19,overcast clouds
594,Areka,ET,7.0667,37.7,61.29,95,92,2.21,moderate rain
595,Port Hawkesbury,CA,45.6169,-61.3485,73.9,58,5,4.0,clear sky
596,Synya,RU,65.3718,58.0387,39.78,98,100,5.82,overcast clouds
597,Vila Franca Do Campo,PT,37.7167,-25.4333,71.67,71,36,10.04,scattered clouds
598,Road Town,VG,18.4167,-64.6167,87.01,76,47,17.92,scattered clouds
599,Sendafa,ET,9.15,39.0333,55.83,83,72,5.44,light rain
600,Naranjal,EC,-2.6667,-79.6167,86.86,59,97,4.83,overcast clouds
601,Charcas,MX,23.1333,-101.1167,74.23,42,95,7.0,overcast clouds
602,Sayyan,YE,15.1718,44.3244,67.59,40,97,14.03,overcast clouds
603,Gonbad-E Qabus,IR,37.25,55.1672,76.19,71,84,5.93,broken clouds
604,Pudozh,RU,61.8099,36.5345,38.98,83,99,5.28,overcast clouds
605,Puerto Madryn,AR,-42.7692,-65.0385,71.19,22,0,21.7,clear sky
606,Egvekinot,RU,66.3167,-179.1667,18.09,76,20,5.26,few clouds
607,Asahikawa,JP,43.7678,142.3703,57.97,81,92,2.89,overcast clouds
608,Nong Khai,TH,17.9167,103.0833,73.67,97,96,4.09,overcast clouds
609,Fraga,ES,41.5229,0.3489,66.92,77,60,4.36,broken clouds
610,Taitung,TW,22.7583,121.1444,80.89,85,86,2.46,overcast clouds
611,Gunjur,GM,13.2019,-16.7339,82.69,79,48,9.91,scattered clouds
612,Bowmore,US,34.9421,-79.3031,78.98,88,100,5.99,overcast clouds
613,Cairns,AU,-16.9167,145.7667,65.07,97,60,10.87,broken clouds
614,Kanadey,RU,53.1679,47.5264,48.22,65,99,13.82,overcast clouds
615,Hirara,JP,24.8,125.2833,83.52,74,1,6.02,clear sky
616,Lasa,IT,46.6166,10.7002,56.35,80,5,3.24,clear sky
617,Port Moresby,PG,-9.4431,147.1797,74.86,94,99,9.75,overcast clouds
618,Hovd,MN,48.0056,91.6419,47.01,22,65,7.52,broken clouds
619,Tagusao,PH,9.1924,117.8141,77.27,91,99,9.19,overcast clouds
620,Sarangani,PH,5.4033,125.4636,82.06,76,98,5.19,overcast clouds
621,Ayni,TJ,39.3941,68.5377,63.77,38,0,3.02,clear sky
622,Sovetskiy,RU,61.3614,63.5842,42.6,80,100,6.71,overcast clouds
623,Coihaique,CL,-45.5752,-72.0662,64.33,41,0,2.17,clear sky
624,Sibolga,ID,1.7427,98.7792,75.52,87,30,3.04,scattered clouds
625,Hokitika,NZ,-42.7167,170.9667,47.19,86,100,5.1,overcast clouds
626,Guerrero Negro,MX,27.9769,-114.0611,84.87,44,2,3.65,clear sky
627,Camopi,GF,3.1655,-52.3158,90.21,49,94,4.97,overcast clouds
628,Somotillo,NI,13.0433,-86.9064,89.6,59,93,0.85,overcast clouds
629,Logan,US,41.7355,-111.8344,65.66,19,2,5.68,clear sky
630,Poltavka,RU,54.3663,71.7632,40.14,64,100,9.57,overcast clouds
631,Ola,RU,59.5833,151.2833,43.2,73,100,11.83,overcast clouds
632,Manicore,BR,-5.8092,-61.3003,102.15,27,82,4.27,broken clouds
633,Belmonte,BR,-15.8631,-38.8828,80.38,70,23,13.56,few clouds
634,Singarayakonda,IN,15.25,80.0333,85.91,64,100,4.47,overcast clouds
635,Mantua,IT,45.1667,10.7833,68.7,74,32,1.01,scattered clouds
636,Nuevo Progreso,MX,23.1667,-97.95,93.6,65,11,5.01,few clouds
637,Olinda,BR,-8.0089,-34.8553,80.35,64,13,7.67,few clouds
638,Port Lincoln,AU,-34.7333,135.8667,53.56,82,100,5.1,overcast clouds
639,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.19,47,7,11.92,clear sky
640,Shelburne,CA,44.0787,-80.2041,73.27,69,85,21.14,overcast clouds
641,Buala,SB,-8.145,159.5921,78.87,84,71,5.61,light rain
642,Lavumisa,SZ,-27.31,31.892,60.3,65,44,7.87,scattered clouds
643,Smithers,CA,54.7804,-127.1743,52.97,87,100,4.63,light rain
644,Tabuk,PH,17.4189,121.4443,74.44,92,46,3.38,scattered clouds
645,Mahon,ES,39.8885,4.2658,71.26,69,93,15.61,overcast clouds
646,Kirakira,SB,-10.4544,161.9205,77.34,89,25,5.23,scattered clouds
647,Manokwari,ID,-0.8667,134.0833,76.84,79,77,4.32,broken clouds
648,Miles City,US,46.4083,-105.8406,65.52,25,2,11.52,clear sky
649,Boyabat,TR,41.4689,34.7667,64.53,79,87,6.24,overcast clouds
650,Pavilosta,LV,56.8879,21.1859,49.95,64,100,12.35,overcast clouds
651,Port Keats,AU,-14.25,129.55,81.43,26,99,13.67,overcast clouds
652,Ventspils,LV,57.3894,21.5606,50.32,63,100,12.68,overcast clouds
653,Tuy Hoa,VN,13.0833,109.3,76.3,89,77,3.65,broken clouds
654,Dunedin,NZ,-45.8742,170.5036,44.8,77,7,6.06,clear sky
655,Acapulco,MX,16.8634,-99.8901,84.94,71,57,5.46,broken clouds
656,Jalor,IN,25.35,72.6167,82.38,72,69,10.0,broken clouds
657,Belgrade,RS,44.804,20.4651,56.57,48,69,5.41,broken clouds
658,Saint-Georges,GD,12.0564,-61.7485,84.96,70,24,11.97,few clouds
659,Mahibadhoo,MV,3.7833,72.9667,83.5,76,9,13.91,clear sky
660,Sanmenxia,CN,34.7747,111.1814,70.29,51,9,2.98,light rain
661,Dakar,SN,14.6937,-17.4441,83.41,77,95,10.25,overcast clouds
662,Torit,SS,4.4133,32.5678,71.04,94,39,2.51,scattered clouds
663,Daru,PG,-9.0763,143.2092,76.71,90,88,13.98,overcast clouds
664,Callaway,US,30.153,-85.5699,89.98,73,4,3.0,clear sky
665,Bandipur,NP,27.9333,84.4167,66.11,97,98,0.85,overcast clouds
666,Minuri,PH,16.535,121.8574,74.44,94,74,2.13,broken clouds
667,Deputatskiy,RU,69.3,139.9,25.75,76,100,3.31,overcast clouds
668,Slave Lake,CA,55.2834,-114.769,62.65,45,100,10.76,overcast clouds
669,Colomiers,FR,43.6167,1.35,60.71,78,98,3.0,overcast clouds
670,Rodrigues Alves,BR,-7.738,-72.6509,97.21,36,61,3.98,broken clouds
